vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,low,vhigh,vhigh,vlow,vhigh,vhigh,high,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,Categoria 
vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,vlow,low,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Ciencia
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Naturaleza
